author,location,lat,lon
@Kell1973,"Liverpool,North West,United Kingdom",53.407154,-2.991665
@mrmikeflynn,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@LalondeCD,"Toronto,Ontario,Canada",43.653963,-79.387207
@Arunarudo_L,"Caracas,Distrito Capital,Venezuela",10.506098,-66.9146017
@lisashuger,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@QuestionsAndTea,"Cork,Cork,Ireland",51.8979282,-8.4705806
@blbiery,"Toronto,Ontario,Canada",43.653963,-79.387207
@isDonaldTrump,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@jtbrazier,"Toronto,Ontario,Canada",43.653963,-79.387207
@princebjp,"Chandigarh,Chandigarh,India",30.7194022,76.7646552
@iamkalki10,"Chennai,Tamil Nadu,India",13.0801721,80.2838331
@58LesPaul,"Freiburg,Baden-Württemberg,Germany",47.9960901,7.8494005
@Susan_Benoliel,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@CypressRevival,"Beirut,Beirut,Lebanon",33.8959203,35.47843
@alt_viewpoint,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@ChrisJDavies,"London,Greater London,United Kingdom",51.5073219,-0.1276474
@fntbecker,"Berlin,Berlin,Germany",52.5170365,13.3888599
@zecherj,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@Extraboringname,"London,Greater London,United Kingdom",51.5073219,-0.1276474
@KeizaQurratala2,"Jakarta,Jakarta Raya,Indonesia",-6.1166622,106.7786307
@JeffMcLenaghan,"Calgary,Alberta,Canada",51.02532675,-114.049868485806
@thoughtspctrum,"Ottawa,Ontario,Canada",45.421106,-75.690308
@brianpia3340,"Birmingham,West Midlands,United Kingdom",52.4796992,-1.9026911
@petermaer,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@NatashaKLondon,"London,Greater London,United Kingdom",51.5073219,-0.1276474
@reemtmontgomery,"Kitchener,Ontario,Canada",43.453168,-80.494423
@lepzaaa,"Johannesburg,Gauteng,South Africa",-26.205,28.049722
@Trader_Aadil,"Manchester,North West,United Kingdom",53.4794892,-2.2451148
@LSlack94,"Middlesbrough,North East,United Kingdom",54.5760419,-1.2344047
@MentalMarkets,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@mdbergin,"St. Petersburg,Northwestern,Russia",59.938732,30.316229
@mscarly_,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@PRanganathan,"Ottawa,Ontario,Canada",45.421106,-75.690308
@YoungRJeremy,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@kachapah,"Bilaspur,Chhattisgarh,India",22.0785627,82.1476475
@real_Mindanao,"Davao,Davao (Region XI),Philippines",7.0645241,125.6084143
@arembooks,"Paris,Île-de-France,France",48.8566969,2.3514616
@aparna_tarc,"Toronto,Ontario,Canada",43.653963,-79.387207
@kareemslick,"Toronto,Ontario,Canada",43.653963,-79.387207
@StickyF64143213,"Camrose,Alberta,Canada",53.013131,-112.840576
@jasonbmello,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@BritneyArmyFR21,"Biarritz,Aquitaine,France",43.4832523,-1.5592776
@jimmyyadig,"Toronto,Ontario,Canada",43.653963,-79.387207
@3laineee_,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@Harper334036,"Washington D.C.,Virginia,United States of America",36.740236,-81.9421666
@JdeGillain,"Denpasar,Bali,Indonesia",-8.6524973,115.2191175
@Nahanni_,"Toronto,Ontario,Canada",43.653963,-79.387207
@TfaRobo,"Manchester,North West,United Kingdom",53.4794892,-2.2451148
@DanielleThorny,"Toronto,Ontario,Canada",43.653963,-79.387207
@Expsd_am_dknowl,"Kimberley,Northern Cape,South Africa",-28.7383012,24.7642251
@iamlarao,"Luton,East,United Kingdom",51.89107295,-0.423030407620178
@ekaonthenet,"Yogyakarta,Yogyakarta,Indonesia",-7.8011945,110.364917
@SlavenSteffan,"Reading,South East,United Kingdom",51.45149525,-0.983634249936538
@KenyaWrightBook,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@CommanderXanon,"Mexico City,Distrito Federal,Mexico",19.4326009,-99.1333416
@SJ_Senshi,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@dasha_reuters,"London,Greater London,United Kingdom",51.5073219,-0.1276474
@Frogerta,"Mexico City,Distrito Federal,Mexico",19.4326009,-99.1333416
@AazamiShervin,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@LexiScorsese,"Jakarta,Jakarta Raya,Indonesia",-6.1166622,106.7786307
@sr_siler,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@mrswifey,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@maxipollomerida,"Merida,Mérida,Venezuela",8.5875788,-71.1572352
@Syrah_Shiraz,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@GhostNdaM4chin3,"Mexico City,Distrito Federal,Mexico",19.4326009,-99.1333416
@AmaliaHalikias,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@AllieLindo,"Malmn,Skåne,Sweden",55.785846,13.534299
@DjTrevi_offical,"Barcelona,Cataluña,Spain",41.3828939,2.1774322
@glenhansman,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@gh0stface_x,"Toronto,Ontario,Canada",43.653963,-79.387207
@luvcats142,"Valparaiso,Valparaíso,Chile",-33.0458456,-71.6196749
@life_as_a_beach,"Sydney,New South Wales,Australia",-33.8548157,151.2164539
@UnfreezYourMind,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@machambe,"Kamloops,British Columbia,Canada",50.6758269,-120.3394159
@AwakeAllPeople,"Porto,Porto,Portugal",41.1494512,-8.6107884
@ramzybm,"Beirut,Beirut,Lebanon",33.8959203,35.47843
@MattSweezea,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@elly_o,"Cardiff,West Wales and the Valleys,United Kingdom",51.501018,-3.192626
@HettiVonG,"Giessen,Hessen,Germany",50.5862066,8.6742306
@TINMP721,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@Crawford_Sim,"Belfast,Northern Ireland,United Kingdom",54.5964411,-5.9302761
@JudithKto,"Toronto,Ontario,Canada",43.653963,-79.387207
@twerkforcondoms,"London,Greater London,United Kingdom",51.5073219,-0.1276474
@speikner11,"Berlin,Berlin,Germany",52.5170365,13.3888599
@Alpha_IQ,"Toronto,Ontario,Canada",43.653963,-79.387207
@Redroadmaster,"Bangkok,Central,Thailand",13.72443265,100.603385291676
@darreljorstad,"Toronto,Ontario,Canada",43.653963,-79.387207
@Kate_Abney,"Cape Town,Western Cape,South Africa",-33.928992,18.417396
@bernardigiri,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@DazInTheHat,"Leeds,Yorkshire and the Humber,United Kingdom",53.7974185,-1.5437941
@DApp2019,"Jakarta,Jakarta Raya,Indonesia",-6.1166622,106.7786307
@ParisTwatter,"Paris,Île-de-France,France",48.8566969,2.3514616
@daltonhiggins5,"Toronto,Ontario,Canada",43.653963,-79.387207
@KarenYossman,"London,Greater London,United Kingdom",51.5073219,-0.1276474
@_swanand,"Bangalore,Karnataka,India",12.9791198,77.5912997
@CapitalBowl,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@Lil_Porti_B,"Toronto,Ontario,Canada",43.653963,-79.387207
@zwitterion_work,"London,Greater London,United Kingdom",51.5073219,-0.1276474
@SamuraiJW,"Osaka,Osaka,Japan",34.6937569,135.5014539
@LaylaBe4,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@irichmillion,"Paris,Île-de-France,France",48.8566969,2.3514616
@AndrewTrovaioli,"London,Greater London,United Kingdom",51.5073219,-0.1276474
@DCdebbie,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@KateBolger7,"London,Greater London,United Kingdom",51.5073219,-0.1276474
@Coimin_T,"Ottawa,Ontario,Canada",45.421106,-75.690308
@keepupwithjen,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@Timinator,"Halifax,Nova Scotia,Canada",44.648618,-63.5859487
@kenyagoreebell,"Inverness,Highlands and Islands,United Kingdom",57.479549,-4.237208
@75DZ,"Paris,Île-de-France,France",48.8566969,2.3514616
@hombrealfalobo,"Tlaxcala,Tlaxcala,Mexico",19.3173725,-98.2376413321235
@chuk_huffy,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@deltawestmom,"Hamilton,Ontario,Canada",43.2425289,-79.9470423
@marcaross,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@KazGirl20,"Colombo,Kŏḷamba,Sri Lanka",6.93194,79.84778
@Darksider555,"Zagreb,Grad Zagreb,Croatia",45.813177,15.977048
@TrendsDC,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@blurussian,"Mexico City,Distrito Federal,Mexico",19.4326009,-99.1333416
@melanology,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@lovillalee,"Regina,Saskatchewan,Canada",50.44876,-104.61731
@cometbasement,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@yorkdm,"Toronto,Ontario,Canada",43.653963,-79.387207
@psubec,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@coeliactravel,"London,Greater London,United Kingdom",51.5073219,-0.1276474
@dcolapinto,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@NHenryFundi,"Toronto,Ontario,Canada",43.653963,-79.387207
@Kennetd,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@realcpaz,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@Mehakshah_,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@DigitalNomadRob,"Lusaka,Lusaka,Zambia",-15.4164488,28.2821535
@IndiaHeckstall,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@KatieJames76,"Leeds,Yorkshire and the Humber,United Kingdom",53.7974185,-1.5437941
@vanreport,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@tara_shields13,"Ottawa,Ontario,Canada",45.421106,-75.690308
@BarbaraNavarro,"Paris,Île-de-France,France",48.8566969,2.3514616
@whatsenasays,"Newcastle,North East,United Kingdom",54.9738474,-1.6131572
@sheik_snr,"Sydney,New South Wales,Australia",-33.8548157,151.2164539
@MwangP01,"Nairobi,Nairobi,Kenya",-1.2832533,36.8172449
@JohnnyCiocca,"Florianopolis,Santa Catarina,Brazil",-27.5973002,-48.5496098
@DaveyNolsey,"Sydney,New South Wales,Australia",-33.8548157,151.2164539
@depalm,"Hamilton,Ontario,Canada",43.2425289,-79.9470423
@ruckzenknupp,"Frankfurt,Hessen,Germany",50.1106444,8.6820917
@MarcieMW03,"Port-of-Spain,Port of Spain,Trinidad and Tobago",10.6572678,-61.5180173
@RMS_Samson,"Prague,Prague,Czech Republic",50.0874654,14.4212535
@RedStRising2018,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@MVPof_TheYear,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@HJayanathan,"Toronto,Ontario,Canada",43.653963,-79.387207
@HannesHanath,"Berlin,Berlin,Germany",52.5170365,13.3888599
@literateowl,"Kelowna,British Columbia,Canada",49.889326,-119.498291
@Dr_Dortch,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@ayalgussow,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@starophie,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@matthewwarren77,"London,Greater London,United Kingdom",51.5073219,-0.1276474
@lydweisha,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@ShanzDev,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@codyLblake,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@Allywooww,"San Jose,San José,Costa Rica",9.9325427,-84.0795782
@lew_carrie,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@Nat_Ruiz,"Sao Paulo,São Paulo,Brazil",-23.5506507,-46.6333824
@Dred_Tory,"Ottawa,Ontario,Canada",45.421106,-75.690308
@DannyBritton256,"Athens,Attiki,Greece",37.9841493,23.7279843
@Dennaud,"Qumbec,Québec,Canada",46.855987,-71.276271
@VishRule_,"Toronto,Ontario,Canada",43.653963,-79.387207
@bazelonbethany,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@PhilSapien,"Mexico City,Distrito Federal,Mexico",19.4326009,-99.1333416
@MrMTuamoheloa,"Auckland,Auckland,New Zealand",-36.8534665,174.7655514
@Rach69179688,"Singapore,Central Singapore,Singapore",1.3408528,103.878446863736
@Michael45738503,"Sheffield,Yorkshire and the Humber,United Kingdom",53.3806626,-1.4702278
@DaHalperin,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@BTtoronto,"Toronto,Ontario,Canada",43.653963,-79.387207
@finneyeric,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@anujvjain,"Delhi,Delhi,India",28.6517178,77.2219388
@BassettcatJones,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@morganstephensa,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@ChucksNPolos,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@asthmanahil,"Karachi,Sind,Pakistan",24.8667795,67.0311286
@followthefooddc,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@ElenaHung202,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@DrNancyHansen,"Winnipeg,Manitoba,Canada",49.884017,-97.168579
@Pattidbedwell,"Halifax,Nova Scotia,Canada",44.648618,-63.5859487
@bellatorpoeta,"Taipei,Taipei City,Taiwan",25.0375198,121.5636796
@collegeof2020,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@sudeepkhatri,"Kathmandu,Bagmati,Nepal",27.708796,85.320244
@engaginggeezer,"London,Greater London,United Kingdom",51.5073219,-0.1276474
@Sunraeson,"London,Greater London,United Kingdom",51.5073219,-0.1276474
@Mark20004DC,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@MeghanKing87,"Toronto,Ontario,Canada",43.653963,-79.387207
@nincompoop_nick,"Toronto,Ontario,Canada",43.653963,-79.387207
@picky1313,"Nice,Provence-Alpes-Côte-d'Azur,France",43.7009358,7.2683912
@karamcnair,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@SebZwO,"Duisburg,Nordrhein-Westfalen,Germany",51.434999,6.759562
@bekiroglu1,"Istanbul,Marmara Region,Turkey",41.0096334,28.9651646
@pamela_herd,"Oxford,South East,United Kingdom",51.7520131,-1.2578499
@CharisHogg,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@PoliticalFandom,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@Jas_Hans1,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@chrisamdorble,"Manchester,North West,United Kingdom",53.4794892,-2.2451148
@Arightside,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@andrewglobal,"Toronto,Ontario,Canada",43.653963,-79.387207
@painetdldy,"St. Petersburg,Northwestern,Russia",59.938732,30.316229
@rnashallah,"London,Greater London,United Kingdom",51.5073219,-0.1276474
@A2Arnett,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@Pastor_Jill,"Mexico City,Distrito Federal,Mexico",19.4326009,-99.1333416
@BobKronbauer,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@CEOofSleep,"Ho Chi Minh City,Đông Nam Bộ,Vietnam",10.82302,106.62965
@PKanagaratnam,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@ahconter,"Montréal,Québec,Canada",45.4972159,-73.6103642
@forujo,"Toronto,Ontario,Canada",43.653963,-79.387207
@TheJudge84,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@markey_tracey,"Auckland,Auckland,New Zealand",-36.8534665,174.7655514
@warzypants,"Auckland,Auckland,New Zealand",-36.8534665,174.7655514
@MarkCaplanvan,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@thom7002,"Kamloops,British Columbia,Canada",50.6758269,-120.3394159
@TheresaWith,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@YongKimmee,"Kuala Lumpur,Kuala Lumpur,Malaysia",3.1587981,101.6943774
@johndegarson,"Toronto,Ontario,Canada",43.653963,-79.387207
@solitarykitsch,"Buenos Aires,Ciudad de Buenos Aires,Argentina",-34.660961,-58.4839289
@rhondazmail,"Toronto,Ontario,Canada",43.653963,-79.387207
@Schtaunkhauser,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@smoksidzura64,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@JamesRChenTaiji,"Winnipeg,Manitoba,Canada",49.884017,-97.168579
@BBFanish,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@janegruppalli,"Melbourne,Victoria,Australia",-37.8142176,144.9631608
@CleolaKunene,"Johannesburg,Gauteng,South Africa",-26.205,28.049722
@billm9,"Singapore,Central Singapore,Singapore",1.3408528,103.878446863736
@hone_tawaroa,"Auckland,Auckland,New Zealand",-36.8534665,174.7655514
@ArmandoEzequie3,"Mexico City,Distrito Federal,Mexico",19.4326009,-99.1333416
@vincegalea82,"Toronto,Ontario,Canada",43.653963,-79.387207
@palbergo,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@lbastura,"Medicine Hat,Alberta,Canada",50.04303,-110.679016
@AjibadeZahd,"Ibadan,Oyo,Nigeria",7.3777462,3.8972497
@CindyNess12,"Cape Town,Western Cape,South Africa",-33.928992,18.417396
@Americanbear2,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@ob2133,"Ulaanbaatar,Ulaanbaatar,Mongolia",47.9184676,106.9177016
@deirdreawalsh1,"Melbourne,Victoria,Australia",-37.8142176,144.9631608
@Shane_Mills,"Victoria,British Columbia,Canada",48.4283182,-123.3649533
@annericefights,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@Nikolina_Hatton,"Freiburg,Baden-Württemberg,Germany",47.9960901,7.8494005
@MercuryBlack623,"Douglas,Isle of Man,Isle of Man",54.15,-4.48333
@Wally_Holly15,"Toronto,Ontario,Canada",43.653963,-79.387207
@priscagayles,"Buenos Aires,Ciudad de Buenos Aires,Argentina",-34.660961,-58.4839289
@wriggers69,"Newcastle,North East,United Kingdom",54.9738474,-1.6131572
@eileenhuster,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@francesme,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@ElegantBW,"Toronto,Ontario,Canada",43.653963,-79.387207
@ValerySpun,"Mexico City,Distrito Federal,Mexico",19.4326009,-99.1333416
@MartialFoodie,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@insidertrading_,"Toronto,Ontario,Canada",43.653963,-79.387207
@togardergrosse,"Jakarta,Jakarta Raya,Indonesia",-6.1166622,106.7786307
@DeliciousBush01,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@wotdhaiku,"Singapore,Central Singapore,Singapore",1.3408528,103.878446863736
@PEPParent,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@CarymaRules,"Toronto,Ontario,Canada",43.653963,-79.387207
@ggo0megaFAN,"Qumbec,Québec,Canada",46.855987,-71.276271
@DevonP_RD,"Toronto,Ontario,Canada",43.653963,-79.387207
@AspenInstSports,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@DougSloan,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@apobhen28,"Kemerovo,Siberian,Russia",55.355125,86.087234
@aquawilki,"Toronto,Ontario,Canada",43.653963,-79.387207
@FezaniKhumalo,"Johannesburg,Gauteng,South Africa",-26.205,28.049722
@LorenzoMadrazo,"Ottawa,Ontario,Canada",45.421106,-75.690308
@bamafella,"Birmingham,West Midlands,United Kingdom",52.4796992,-1.9026911
@raye8405,"Zürich,Zürich,Switzerland",47.3723941,8.5423328
@CatvllvsVerona,"Verona,Veneto,Italy",45.4384958,10.9924122
@KippHolloway,"St. Petersburg,Northwestern,Russia",59.938732,30.316229
@JeffreyLuscombe,"Toronto,Ontario,Canada",43.653963,-79.387207
@GirlLonelySoulx,"Santa Marta,Magdalena,Colombia",11.08665565,-73.8803519997939
@fjfjaq,"London,Greater London,United Kingdom",51.5073219,-0.1276474
@unspunpodcast,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@_vi00,"Singapore,Central Singapore,Singapore",1.3408528,103.878446863736
@eunice_mendoza1,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@ButiNelza,"Johannesburg,Gauteng,South Africa",-26.205,28.049722
@Jonesdc,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@grisel2606,"Lima,Lima Province,Peru",-12.0621065,-77.0365256
@CynthiaLRLopez1,"Mexico City,Distrito Federal,Mexico",19.4326009,-99.1333416
@RandomDCguy,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@JimCast56309742,"Inverness,Highlands and Islands,United Kingdom",52.73444,-7.59306
@romerca,"Manado,Sulawesi Utara,Indonesia",1.4900578,124.8408708
@CookieCurrency,"Toronto,Ontario,Canada",43.653963,-79.387207
@vinmcc,"San Rafael,Mendoza,Argentina",-34.6126025,-68.330514
@diaitanbyanna,"Sydney,New South Wales,Australia",-33.8548157,151.2164539
@XIII_Mr_Undadog,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@cari_nation,"Washington D.C.,Virginia,United States of America",36.740236,-81.9421666
@claire_d_lune,"Toronto,Ontario,Canada",43.653963,-79.387207
@HearinTheChisme,"San Rafael,Mendoza,Argentina",-34.6126025,-68.330514
@CndyLee,"Sydney,Nova Scotia,Canada",46.137977,-60.194092
@sophie_everine,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@myshaynel,"Washington D.C.,Virginia,United States of America",36.740236,-81.9421666
@AletheaMB,"Toronto,Ontario,Canada",43.653963,-79.387207
@realnameisSkip,"Regina,Saskatchewan,Canada",50.44876,-104.61731
@NMartingano,"St. Petersburg,Northwestern,Russia",59.938732,30.316229
@msjulesmcguire,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@tmccull603,"Toronto,Ontario,Canada",43.653963,-79.387207
@LifeofSKO,"Delhi,Delhi,India",28.6517178,77.2219388
@pwmullen,"Windsor,Nova Scotia,Canada",44.9905115,-64.1363749
@IamEddieO,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@Nisha_Kansal,"Hamilton,Ontario,Canada",43.2425289,-79.9470423
@homewithlu,"Ottawa,Ontario,Canada",45.421106,-75.690308
@julienmbony,"Qumbec,Québec,Canada",46.855987,-71.276271
@NgEmele,"Aberdeen,North Eastern,United Kingdom",57.16247,-2.173549
@IsmailYSyed,"London,Greater London,United Kingdom",51.5073219,-0.1276474
@its_spags,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@medelafe,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@rebeccamkern,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@sherahViVa,"London,Greater London,United Kingdom",51.5073219,-0.1276474
@LauraMetroCPR,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@silehnineill,"Toronto,Ontario,Canada",43.653963,-79.387207
@powerglobalus,"Sydney,New South Wales,Australia",-33.8548157,151.2164539
@RevRon07,"Cagayan de Oro,Northern Mindanao (Region X),Philippines",8.48222,124.64722
@TheJaniceTemple,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@DebbieGoldman15,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@realTorontoTru2,"Toronto,Ontario,Canada",43.653963,-79.387207
@SnowFeistyvixn,"Washington D.C.,Virginia,United States of America",36.740236,-81.9421666
@RussianShow,"Moscow,Central,Russia",55.7504461,37.6174943
@heatherlouisaa,"Liverpool,North West,United Kingdom",53.407154,-2.991665
@TracyK199,"Manchester,North West,United Kingdom",53.4794892,-2.2451148
@Migueluchofr,"Maracaibo,Zulia,Venezuela",10.6499149,-71.6396282
@Alezap,"Toronto,Ontario,Canada",43.653963,-79.387207
@martycomroe,"Mexico City,Distrito Federal,Mexico",19.4326009,-99.1333416
@BirinSingh,"Toronto,Ontario,Canada",43.653963,-79.387207
@edimation,"Lagos,Lagos,Nigeria",6.4550575,3.3941795
@ErikinTransit,"Berlin,Berlin,Germany",52.5170365,13.3888599
@SharerUssharing,"Amsterdam,Noord-Holland,Netherlands",52.3745403,4.89797550561798
@maxmillllion69,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@PrincessJB87,"Stockholm,Stockholm,Sweden",59.3251172,18.0710935
@NSiegel_DC,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@AntiRulingClass,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@The_Black_Man_V,"Harare,Harare,Zimbabwe",-17.831773,31.045686
@CanadaRod,"Orangeville,Ontario,Canada",43.9194098,-80.0988238
@b69eabdaa15e405,"Aberdeen,North Eastern,United Kingdom",57.146262,-2.136575
@sdQinJapan,"Tokyo,Tokyo,Japan",35.6820678,139.7655776
@REMACharity,"Sheffield,Yorkshire and the Humber,United Kingdom",53.3806626,-1.4702278
@janewestdc,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@lindsayjaykay,"Toronto,Ontario,Canada",43.653963,-79.387207
@TfUvea,"Brisbane,Queensland,Australia",-27.4689682,153.0234991
@CAPDisability,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@LeTelefourremal,"Qumbec,Québec,Canada",46.855987,-71.276271
@Guy77712,"Tel Aviv-Yafo,Tel Aviv,Israel",32.0818162,34.7805830500929
@annnielo,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@CatholicNewsSvc,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@franklotions94,"Toronto,Ontario,Canada",43.653963,-79.387207
@jaademorales,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@ReyNoriega23,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@IECA,"Washington D.C.,Virginia,United States of America",36.740236,-81.9421666
@therealco,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@WH_Little_Birdy,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@oksnocowa,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@funoo,"Jakarta,Jakarta Raya,Indonesia",-6.1166622,106.7786307
@care_kirsty,"Birmingham,West Midlands,United Kingdom",52.4796992,-1.9026911
@Filomen03258997,"Braga,Braga,Portugal",41.5510583,-8.4280045
@Sniperzhunterz,"Singapore,Central Singapore,Singapore",1.3408528,103.878446863736
@HelenAn29146628,"Toronto,Ontario,Canada",43.653963,-79.387207
@TobiBernet,"Leipzig,Sachsen,Germany",51.3406321,12.3747329
@DinaNayeri,"London,Greater London,United Kingdom",51.5073219,-0.1276474
@ThirdWayEDU,"Washington D.C.,District of Columbia,United States of America",38.8950712,-77.0362758
@HomelessQuatchi,"Vancouver,British Columbia,Canada",49.2608724,-123.1139529
@alleygator,"Concepcion,Bío-Bío,Chile",-36.8270776,-73.0502683
@LucieBee_,"Toronto,Ontario,Canada",43.653963,-79.387207
